0,321.083984375
1,345.236328125
2,321.625
3,322.224609375
4,379.037109375
5,371.080078125
6,319.130859375
7,426.8046875
8,294.537109375
9,381.6953125
10,316.513671875
11,286.814453125
12,285.8359375
13,275.2734375
14,319.94921875
15,297.919921875
16,301.44140625
17,298.23046875
18,353.77734375
19,237.953125
20,336.08984375
21,366.296875
22,357.056640625
23,389.673828125
24,314.46484375
25,316.37890625
26,402.4765625
27,339.755859375
28,382.1953125
29,418.806640625
30,275.30078125
31,411.177734375
32,265.078125
33,333.998046875
34,437.951171875
35,391.23828125
36,417.302734375
37,319.97265625
38,351.236328125
39,349.298828125
40,401.634765625
41,354.392578125
42,392.109375
43,345.8125
44,424.861328125
45,430.0
46,414.025390625
47,379.994140625
48,445.56640625
49,377.52734375
50,373.244140625
51,433.68359375
52,410.353515625
53,366.513671875
54,413.02734375
55,360.431640625
56,448.220703125
57,410.48046875
58,381.8984375
59,410.291015625
60,429.353515625
61,401.587890625
62,446.0078125
63,377.900390625
64,450.80078125
65,350.7734375
66,418.57421875
67,341.603515625
68,358.779296875
69,384.59375
70,357.59375
71,396.150390625
72,352.677734375
73,346.376953125
74,445.119140625
75,365.041015625
76,420.630859375
77,415.3046875
78,399.35546875
79,414.875
80,335.935546875
81,442.19921875
82,412.0390625
83,400.685546875
84,387.583984375
85,402.736328125
86,439.015625
87,410.41015625
88,384.8203125
89,468.94921875
90,502.68359375
91,406.921875
92,381.06640625
93,427.7890625
94,365.736328125
95,387.724609375
96,452.61328125
97,436.50390625
98,305.302734375
99,426.806640625
100,422.021484375
101,389.923828125
102,511.318359375
103,375.4140625
104,455.40234375
105,402.8359375
106,375.810546875
107,368.880859375
108,464.947265625
109,434.197265625
110,398.19921875
111,418.177734375
112,392.4140625
113,411.03125
114,435.62109375
115,418.509765625
116,429.740234375
117,489.35546875
118,423.5
119,425.03515625
120,417.14453125
121,383.8125
122,390.607421875
123,364.5546875
124,370.3359375
125,369.138671875
126,426.302734375
127,475.857421875
128,403.923828125
129,408.52734375
130,410.185546875
131,445.21484375
132,392.9453125
133,451.533203125
134,391.24609375
135,387.822265625
136,358.0078125
137,395.650390625
138,410.7421875
139,377.607421875
140,385.744140625
141,386.625
142,368.689453125
143,416.2890625
144,386.287109375
145,471.92578125
146,379.912109375
147,349.466796875
148,324.65625
149,335.55859375
150,354.771484375
151,350.267578125
152,362.880859375
153,373.4375
154,304.908203125
155,373.470703125
156,351.470703125
157,330.10546875
158,366.234375
159,329.927734375
160,437.640625
161,396.583984375
162,388.69140625
163,425.060546875
164,345.9609375
165,340.7265625
166,470.45703125
167,427.064453125
168,433.484375
169,443.431640625
170,370.4296875
171,424.14453125
172,456.3984375
173,436.17578125
174,424.88671875
175,393.314453125
176,309.572265625
177,346.48828125
178,443.58203125
179,399.896484375
180,404.126953125
181,430.09765625
182,419.296875
183,441.61328125
184,360.890625
185,414.861328125
186,384.634765625
187,382.060546875
188,372.859375
189,467.154296875
190,408.060546875
191,425.16796875
192,420.9375
193,391.771484375
194,360.779296875
195,402.876953125
196,383.361328125
197,424.52734375
198,481.73828125
199,442.69921875
200,487.482421875
201,435.8828125
202,441.3125
203,414.8515625
204,347.689453125
205,430.302734375
206,399.14453125
207,396.048828125
208,397.77734375
209,413.345703125
210,356.13671875
211,468.994140625
212,383.916015625
213,380.484375
214,427.4375
215,403.923828125
216,411.142578125
217,452.1875
218,412.921875
219,363.7109375
220,373.685546875
221,392.8046875
222,336.78515625
223,404.349609375
224,334.892578125
225,266.029296875
226,323.771484375
227,330.9921875
228,303.8515625
229,393.130859375
230,267.080078125
231,324.541015625
232,331.515625
233,360.904296875
234,332.048828125
235,360.49609375
236,369.5
237,347.71484375
238,375.201171875
239,350.9921875
240,376.701171875
241,361.85546875
242,358.95703125
243,357.62109375
244,305.146484375
245,333.146484375
246,346.9609375
247,367.310546875
248,375.92578125
249,316.39453125
250,279.583984375
251,453.259765625
252,351.48046875
253,324.94921875
254,381.693359375
255,403.423828125
256,343.779296875
257,371.4375
258,402.361328125
259,407.01171875
260,327.947265625
261,282.248046875
262,293.50390625
263,355.22265625
264,398.0703125
265,398.712890625
266,389.9296875
267,335.37890625
268,349.81640625
269,338.9453125
270,443.15234375
271,342.91796875
272,356.060546875
273,349.7421875
274,379.052734375
275,377.330078125
276,348.69921875
277,407.396484375
278,399.091796875
279,368.1953125
280,316.82421875
281,356.951171875
282,407.333984375
283,392.935546875
284,309.630859375
285,313.6328125
286,343.435546875
287,293.46875
288,275.673828125
289,372.662109375
290,281.69921875
291,320.435546875
292,352.193359375
293,358.755859375
294,398.814453125
295,330.515625
296,361.15625
297,321.22265625
298,352.693359375
299,388.51953125
300,451.337890625
301,415.45703125
302,385.61328125
303,354.146484375
304,303.41796875
305,323.787109375
306,438.126953125
307,456.978515625
308,477.74609375
309,440.201171875
310,451.76171875
311,413.978515625
312,410.876953125
313,397.416015625
314,327.14453125
315,380.580078125
316,424.912109375
317,433.685546875
318,429.84375
319,403.197265625
320,392.2265625
321,375.93359375
322,336.111328125
323,372.80078125
324,415.8828125
325,350.4921875
326,290.462890625
327,404.73828125
328,403.166015625
329,367.447265625
330,465.95703125
331,444.603515625
332,346.193359375
333,414.7734375
334,394.5625
335,353.798828125
336,379.1484375
337,345.552734375
338,322.451171875
339,390.775390625
340,359.04296875
341,372.22265625
342,377.28125
343,389.966796875
344,393.685546875
345,434.962890625
346,362.55078125
347,385.22265625
348,445.177734375
349,371.064453125
350,424.080078125
351,395.0859375
352,468.65234375
353,498.6953125
354,512.97265625
355,395.328125
356,492.083984375
357,444.20703125
358,470.400390625
359,335.115234375
360,375.171875
361,396.630859375
362,360.513671875
363,354.099609375
364,420.68359375
365,395.390625
366,404.86328125
367,387.978515625
368,379.005859375
369,346.775390625
370,408.640625
371,375.291015625
372,418.330078125
373,392.36328125
374,396.361328125
375,303.056640625
376,427.763671875
377,493.578125
378,433.35546875
379,390.265625
380,495.615234375
381,472.8671875
382,435.951171875
383,403.34375
384,403.95703125
385,384.2109375
386,415.083984375
387,394.05078125
388,414.544921875
389,362.244140625
390,458.98046875
391,455.83984375
392,382.734375
393,353.6328125
394,439.18359375
395,454.001953125
396,354.833984375
397,433.578125
398,435.0703125
399,387.8046875
400,435.423828125
401,425.884765625
402,356.482421875
403,333.267578125
404,384.900390625
405,379.107421875
406,429.89453125
407,370.90625
408,422.271484375
409,325.41796875
410,334.4765625
411,430.806640625
412,420.439453125
413,418.859375
414,390.943359375
415,371.40234375
416,398.4140625
417,359.08984375
418,353.181640625
419,277.41015625
420,281.955078125
421,403.2421875
422,364.146484375
423,402.763671875
424,437.408203125
425,304.482421875
426,396.8828125
427,453.541015625
428,376.001953125
429,439.841796875
430,402.92578125
431,447.587890625
432,467.03125
433,437.384765625
434,392.302734375
435,424.52734375
